0,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név
1106,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00006,Vegyipari baleseti esettanulmányok,2,,,KtudSZ-00006,Vegyipari baleseti esettanulmányok,Szabadon választható,,,,,,,,,,,,,,
1107,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00048,Angol informatikai szakszövegolvasás és fordítás,2,,,XN0141-00048,Angol informatikai szakszövegolvasás és fordítás,Szabadon választható,,,,,,,,,,,,,,
1108,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02632,Német gazdasági szaknyelv B2 1x2,2,,,XN0141-02632,Német gazdasági szaknyelv B2 1x2,Szabadon választható,,,,,,,,,,,,,,
1109,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02778,Német gazdasági szaknyelv B2 1. szint 1x2,2,,,XN0141-02778,Német gazdasági szaknyelv B2 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1110,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00038,Angol gazdasági szaknyelv B1 1. szint 2x2,4,,,XN0141-00038,Angol gazdasági szaknyelv B1 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1111,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00355,Az élővilág eredete,2,,,BSZV00-00355,Az élővilág eredete,Szabadon választható,,,,,,,,,,,,,,
1112,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00012,"EGH Komplex terepi vizsgálatok az Aggteleki-karszton (klíma, hidrológia, vegetáció) 1.",2,,,KtudSZ-00012,"EGH Komplex terepi vizsgálatok az Aggteleki-karszton (klíma, hidrológia, vegetáció) 1.",Szabadon választható,,,,,,,,,,,,,,
1113,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00070,Angol gazdasági szaknyelv B2 1. szint 2x2,4,,,XN0141-00070,Angol gazdasági szaknyelv B2 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1114,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00021,Oktatáselmélet,2,,,UNIV300-00021,Oktatáselmélet,Kötelezően választható,,,,,,,,,,,,,,
1115,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00116,GAF Mai magyar földrajzi iskolák VI. (k),2,,,GSZV00-00116,GAF Mai magyar földrajzi iskolák VI. (k),Szabadon választható,,,,,,,,,,,,,,
1116,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00021,LabVIEW alapok fizikai alkalmazásokkal 2.,2,,,FSZV00-00021,LabVIEW alapok fizikai alkalmazásokkal 2.,Szabadon választható,,,,,,,,,,,,,,
1117,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00187,Az élővilág evolúciója,2,,,BSZV00-00187,Az élővilág evolúciója,Szabadon választható,,,,,,,,,,,,,,
1118,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00071,Cianobaktériumok biotechnológiai hasznosítása,2,,,BSZV00-00071,Cianobaktériumok biotechnológiai hasznosítása,Szabadon választható,,,,,,,,,,,,,,
1119,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00008,Angol környezetvédelmi szaknyelv,2,,,XN0141-00008,Angol környezetvédelmi szaknyelv,Szabadon választható,,,,,,,,,,,,,,
1120,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00056,Angol biológiai szaknyelv - humán 2. szint 1x2,2,,,XN0141-00056,Angol biológiai szaknyelv - humán 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1121,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00071,Német gazdasági szaknyelv alapfokú nyelvtudással 1. szint 2x2,2,,,XN0141-00071,Német gazdasági szaknyelv alapfokú nyelvtudással 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1122,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00418,A környezetvédelmi tervezés és társadalmi hatásértékelés környezetradiológiai vonatkozásai,2,,,GSZV00-00418,A környezetvédelmi tervezés és társadalmi hatásértékelés környezetradiológiai vonatkozásai,Szabadon választható,,,,,,,,,,,,,,
1123,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,,,,TE-IBN009E,Speciálkollégium 9. (ea. 0 kredites),Szabadon választható,,,IBN009E,Speciálkollégium 9. (ea. 0 kredites),0,,,IBN009E,Speciálkollégium 9. (ea. 0 kredites),Szabadon választható,,,,,,,,,,,,,,
1124,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00121,Rendszerelmélet,2,,,FSZV00-00121,Rendszerelmélet,Szabadon választható,,,,,,,,,,,,,,
1125,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00121,Röntgendiffraktometria,2,,,KSZV00-00121,Röntgendiffraktometria,Szabadon választható,,,,,,,,,,,,,,
1126,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00055,EGH Belső-Ázsia klimatikus geográfiai viszonyai,2,,,GSZV00-00055,EGH Belső-Ázsia klimatikus geográfiai viszonyai,Szabadon választható,,,,,,,,,,,,,,
1127,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00032,Statisztikai programcsomagok,2,,,ISZV00-00032,Statisztikai programcsomagok,Szabadon választható,,,,,,,,,,,,,,
1128,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstXIV_I,Eötvös Esték XIV. évad I.,2,,,MSZV00-EötK-EstXIV_I,Eötvös Esték XIV. évad I.,Szabadon választható,,,,,,,,,,,,,,
1129,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00226,Természet és ember fenntartható együttélése a Kárpát-medencében,2,,,BSZV00-00226,Természet és ember fenntartható együttélése a Kárpát-medencében,Szabadon választható,,,,,,,,,,,,,,
1130,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00027,Nagyhatékonyságú oxidációs eljárások a környezeti kémiában,2,,,KtudSZ-00027,Nagyhatékonyságú oxidációs eljárások a környezeti kémiában,Szabadon választható,,,,,,,,,,,,,,
1131,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00045,Angol gazdasági szaknyelv B1 2. szint 1x2,2,,,XN0141-00045,Angol gazdasági szaknyelv B1 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1132,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00199,Scratch tananyag készítés,2,,,ISZV00-00199,Scratch tananyag készítés,Szabadon választható,,,,,,,,,,,,,,
1133,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00325,molekuláris biológia 2 BSc szeminárium,2,,,BSZV00-00325,molekuláris biológia 2 BSc szeminárium,Szabadon választható,,,,,,,,,,,,,,
1134,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00271,Biológiai műhely: Hálózatok a biológiában.,2,,,BSZV00-00271,Biológiai műhely: Hálózatok a biológiában.,Szabadon választható,,,,,,,,,,,,,,
1135,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00258,Szakmai gyakorlat (Norvégia) Egyéni kurzus,2,,,KSZV00-00258,Szakmai gyakorlat (Norvégia) Egyéni kurzus,Szabadon választható,,,,,,,,,,,,,,
1136,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00169,Csillagászat (FSZV),2,,,FSZV00-00169,Csillagászat (FSZV),Szabadon választható,,,,,,,,,,,,,,
1137,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00209,"Alkalmazott kutatás, K+F a biotechnológiában",2,,,BSZV00-00209,"Alkalmazott kutatás, K+F a biotechnológiában",Szabadon választható,,,,,,,,,,,,,,
1138,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00072,"Informatika, számítástechnika I.",2,,,ISZV00-00072,"Informatika, számítástechnika I.",Szabadon választható,,,,,,,,,,,,,,
1139,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00194,Assembly programozás,2,,,ISZV00-00194,Assembly programozás,Szabadon választható,,,,,,,,,,,,,,
1140,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00041,Angol gyógyszerészeti szaknyelv 2. szint 1x2,2,,,XN0141-00041,Angol gyógyszerészeti szaknyelv 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1141,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00032,Angol informatikai szaknyelv B1 1. szint 1x2,2,,,XN0141-00032,Angol informatikai szaknyelv B1 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1142,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00105,FOL GeoKenu III.,2,,,GSZV00-00105,FOL GeoKenu III.,Szabadon választható,,,,,,,,,,,,,,
1143,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00358,Földtani adatbázisok,2,,,GSZV00-00358,Földtani adatbázisok,Szabadon választható,,,,,,,,,,,,,,
1144,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00080,Operációs rendszerek gyak.,2,,,ISZV00-00080,Operációs rendszerek gyak.,Szabadon választható,,,,,,,,,,,,,,
1145,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00009,Angol gazdasági szaknyelv felsőfokú nyelvvizsga-előkészítő 2. szint 2x2,2,,,XN0141-00009,Angol gazdasági szaknyelv felsőfokú nyelvvizsga-előkészítő 2. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1146,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00040,Angol gazdasági szaknyelv B1 szintű nyelvtudással 2. szint 2x2,2,,,XN0141-00040,Angol gazdasági szaknyelv B1 szintű nyelvtudással 2. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1147,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00205,FOL GeoKenu IV.,2,,,GSZV00-00205,FOL GeoKenu IV.,Szabadon választható,,,,,,,,,,,,,,
1148,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00075,Angol informatikai szaknyelv Bevezetés 2. félév,2,,,XN0141-00075,Angol informatikai szaknyelv Bevezetés 2. félév,Szabadon választható,,,,,,,,,,,,,,
1149,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00003,Angol gazdasági szaknyelv B1+ 1. szint 2x2,4,,,XN0141-00003,Angol gazdasági szaknyelv B1+ 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1150,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00104,ASV „Vulcano 21” vulkanológiai (és művészettörténeti) tanulmányút,2,,,GSZV00-00104,ASV „Vulcano 21” vulkanológiai (és művészettörténeti) tanulmányút,Szabadon választható,,,,,,,,,,,,,,
1151,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0211-02631,Német gazdasági szaknyelv B2 1x2,2,,,XN0211-02631,Német gazdasági szaknyelv B2 1x2,Szabadon választható,,,,,,,,,,,,,,
1152,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00021,Fejezetek a biotechnológiából1,2,,,BSZV00-00021,Fejezetek a biotechnológiából1,Szabadon választható,,,,,,,,,,,,,,
1153,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00130,Digitális topológia és matematikai morfológia,2,,,ISZV00-00130,Digitális topológia és matematikai morfológia,Szabadon választható,,,,,,,,,,,,,,
1154,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00155,Közelítő és szimbólikus számítások II. gyakorlat,2,,,ISZV00-00155,Közelítő és szimbólikus számítások II. gyakorlat,Szabadon választható,,,,,,,,,,,,,,
1155,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00015,Genetika 1,2,,,BSZV00-00015,Genetika 1,Szabadon választható,,,,,,,,,,,,,,
1156,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00254,FOL GeoKenu VI.,2,,,GSZV00-00254,FOL GeoKenu VI.,Szabadon választható,,,,,,,,,,,,,,
1157,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00153,Fizika informatikusoknak I.,2,,,FSZV00-00153,Fizika informatikusoknak I.,Szabadon választható,,,,,,,,,,,,,,
1158,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0070,"Grafitszálak, szén-nanocsövek (szv)",2,,,KSZV0070,"Grafitszálak, szén-nanocsövek (szv)",Szabadon választható,,,,,,,,,,,,,,
1159,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00351,DNA Repair and Carcinogenesis 2.,2,,,BSZV00-00351,DNA Repair and Carcinogenesis 2.,Szabadon választható,,,,,,,,,,,,,,
1160,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00366,Bevezetés a csillagászatba 4. (FSZV),3,,,FSZV00-00366,Bevezetés a csillagászatba 4. (FSZV),Szabadon választható,,,,,,,,,,,,,,
1161,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00028,"EGH Komplex terepi vizsgálatok az Aggteleki-karszton (klíma, hidrológia, vegetáció) 2.",2,,,KtudSZ-00028,"EGH Komplex terepi vizsgálatok az Aggteleki-karszton (klíma, hidrológia, vegetáció) 2.",Szabadon választható,,,,,,,,,,,,,,
1162,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00365,ASV „Vulcano 24” vulkanológiai (és kultúrtörténeti) tanulmányút,2,,,GSZV00-00365,ASV „Vulcano 24” vulkanológiai (és kultúrtörténeti) tanulmányút,Szabadon választható,,,,,,,,,,,,,,
1163,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00118,Angol biológiai szaknyelv (növénytan) 2. szint 1x2,2,,,XN0141-00118,Angol biológiai szaknyelv (növénytan) 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1164,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00118,FOL GeoKéktúra I.,2,,,GSZV00-00118,FOL GeoKéktúra I.,Szabadon választható,,,,,,,,,,,,,,
1165,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00276,Magyarország turizmusföldrajza,2,,,GSZV00-00276,Magyarország turizmusföldrajza,Szabadon választható,,,,,,,,,,,,,,
1166,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00275,GAF Tudásföldrajz,2,,,GSZV00-00275,GAF Tudásföldrajz,Szabadon választható,,,,,,,,,,,,,,
1167,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00047,Angol környezetvédelmi szaknyelv 2. szint 1x2,2,,,XN0141-00047,Angol környezetvédelmi szaknyelv 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1168,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00050,Angol környezetvédelmi szaknyelv 1. szint 1. félév,2,,,XN0141-00050,Angol környezetvédelmi szaknyelv 1. szint 1. félév,Szabadon választható,,,,,,,,,,,,,,
1169,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00107,Francia környezetvédelmi szaknyelv 2. szint 1x2,2,,,XN0141-00107,Francia környezetvédelmi szaknyelv 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
